Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,Gender,HourlyRate,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AgeBand,CompanyAgeBand
34,No,Travel_Rarely,970,Research & Development,8,Medical,Female,96,Healthcare Representative,Single,6142,7360,3,No,11,10,2,5,1,4,3,31–40,0–10
23,No,Travel_Rarely,650,Research & Development,9,Medical,Male,37,Laboratory Technician,Married,2500,4344,1,No,14,5,2,4,3,0,2,18–30,0–10
39,No,Travel_Rarely,141,Human Resources,3,Human Resources,Female,44,Human Resources,Married,6389,18767,9,No,15,12,3,8,3,3,6,31–40,0–10
56,No,Travel_Rarely,832,Research & Development,9,Medical,Male,81,Healthcare Representative,Married,11103,20420,7,No,11,30,1,10,7,1,1,51–60,0–10
40,No,Travel_Rarely,804,Research & Development,2,Medical,Female,86,Research Scientist,Single,2342,22929,0,Yes,20,5,2,4,2,2,3,31–40,0–10
27,No,Travel_Rarely,975,Research & Development,7,Medical,Female,55,Healthcare Representative,Single,6811,23398,8,No,19,9,2,7,6,0,7,18–30,0–10
29,No,Travel_Rarely,1090,Sales,10,Marketing,Male,83,Sales Representative,Divorced,2297,17967,1,No,14,2,2,2,2,2,2,18–30,0–10
53,No,Travel_Rarely,346,Research & Development,6,Life Sciences,Male,86,Laboratory Technician,Single,2450,10919,2,No,17,19,4,2,2,2,2,51–60,0–10
35,No,Non-Travel,1225,Research & Development,2,Life Sciences,Female,61,Healthcare Representative,Divorced,5093,4761,2,No,11,16,2,1,0,0,0,31–40,0–10
32,No,Travel_Frequently,430,Research & Development,24,Life Sciences,Male,80,Laboratory Technician,Married,5309,21146,1,No,15,10,2,10,8,4,7,31–40,0–10
38,No,Travel_Rarely,268,Research & Development,2,Medical,Male,92,Research Scientist,Married,3057,20471,6,Yes,13,6,0,1,0,0,1,31–40,0–10
34,No,Travel_Rarely,167,Research & Development,8,Life Sciences,Female,32,Manufacturing Director,Divorced,5121,4187,3,No,14,7,3,0,0,0,0,31–40,0
52,No,Travel_Rarely,621,Sales,3,Marketing,Male,31,Manager,Married,16856,10084,1,No,11,34,3,34,6,1,16,51–60,31–40
33,Yes,Travel_Rarely,527,Research & Development,1,Other,Male,63,Research Scientist,Single,2686,5207,1,Yes,13,10,2,10,9,7,8,31–40,0–10
25,No,Travel_Rarely,883,Sales,26,Medical,Female,32,Sales Executive,Single,6180,22807,1,No,23,6,5,6,5,1,4,18–30,0–10
45,No,Travel_Rarely,954,Sales,2,Technical Degree,Male,46,Sales Representative,Single,6632,12388,0,No,13,9,3,8,7,3,1,41–50,0–10
23,No,Travel_Rarely,310,Research & Development,10,Medical,Male,79,Research Scientist,Single,3505,19630,1,No,18,2,3,2,2,0,2,18–30,0–10
47,Yes,Travel_Frequently,719,Sales,27,Life Sciences,Female,77,Sales Executive,Single,6397,10339,4,Yes,12,8,2,5,4,1,3,41–50,0–10
34,No,Travel_Rarely,304,Sales,2,Other,Male,60,Sales Executive,Single,6274,18686,1,No,22,6,5,6,5,1,4,31–40,0–10
55,Yes,Travel_Rarely,725,Research & Development,2,Medical,Male,78,Manager,Married,19859,21199,5,Yes,13,24,2,5,2,1,4,51–60,0–10
36,No,Non-Travel,1434,Sales,8,Life Sciences,Male,76,Sales Executive,Single,7587,14229,1,No,15,10,1,10,7,0,9,31–40,0–10
52,No,Non-Travel,715,Research & Development,19,Medical,Male,41,Research Scientist,Married,4258,26589,0,No,18,5,3,4,3,1,2,51–60,0–10
26,No,Travel_Frequently,575,Research & Development,1,Life Sciences,Female,71,Laboratory Technician,Divorced,4364,5288,3,No,14,5,2,2,2,2,0,18–30,0–10
29,No,Travel_Rarely,657,Research & Development,27,Medical,Female,66,Healthcare Representative,Married,4335,25549,4,No,12,11,3,8,7,1,1,18–30,0–10
26,Yes,Travel_Rarely,1146,Sales,8,Technical Degree,Male,38,Sales Executive,Single,5326,3064,6,No,17,6,2,4,3,1,2,18–30,0–10
34,No,Travel_Rarely,182,Research & Development,1,Life Sciences,Female,72,Research Scientist,Single,3280,13551,2,No,16,10,2,4,2,1,3,31–40,0–10
54,No,Travel_Rarely,376,Research & Development,19,Medical,Female,95,Manufacturing Director,Divorced,5485,22670,9,Yes,11,9,4,5,3,1,4,51–60,0–10
27,No,Travel_Frequently,829,Sales,8,Marketing,Male,84,Sales Executive,Married,4342,24008,0,No,19,5,3,4,2,1,1,18–30,0–10
37,No,Travel_Rarely,571,Research & Development,10,Life Sciences,Female,82,Research Scientist,Divorced,2782,19905,0,Yes,13,6,3,5,3,4,3,31–40,0–10
38,No,Travel_Frequently,240,Research & Development,2,Life Sciences,Female,75,Manufacturing Director,Single,5980,26085,6,Yes,12,17,2,15,7,4,12,31–40,11–20
34,No,Travel_Rarely,121,Research & Development,2,Medical,Female,86,Research Scientist,Single,4381,7530,1,No,11,6,3,6,5,1,3,31–40,0–10
35,No,Travel_Rarely,384,Sales,8,Life Sciences,Female,72,Sales Representative,Married,2572,20317,1,No,16,3,1,3,2,0,2,31–40,0–10
30,No,Travel_Rarely,921,Research & Development,1,Life Sciences,Male,38,Laboratory Technician,Married,3833,24375,3,No,21,7,2,2,2,0,2,18–30,0–10
40,No,Travel_Frequently,791,Research & Development,2,Medical,Female,38,Healthcare Representative,Married,4244,9931,1,No,24,8,2,8,7,3,7,31–40,0–10
34,No,Travel_Rarely,1111,Sales,8,Life Sciences,Female,93,Sales Executive,Married,6500,13305,5,No,17,6,1,3,2,1,2,31–40,0–10
42,No,Travel_Frequently,570,Research & Development,8,Life Sciences,Male,66,Manager,Divorced,18430,16225,1,No,13,24,4,24,7,14,9,41–50,21–30
23,Yes,Travel_Rarely,1243,Research & Development,6,Life Sciences,Male,63,Laboratory Technician,Married,1601,3445,1,Yes,21,1,2,0,0,0,0,18–30,0
24,No,Non-Travel,1092,Research & Development,9,Life Sciences,Male,60,Laboratory Technician,Divorced,2694,26551,1,No,11,1,4,1,0,0,0,18–30,0–10
52,No,Travel_Rarely,1325,Research & Development,11,Life Sciences,Female,82,Laboratory Technician,Married,3149,21821,8,No,20,9,3,5,2,1,4,51–60,0–10
50,No,Travel_Rarely,691,Research & Development,2,Medical,Male,64,Research Director,Married,17639,6881,5,No,16,30,3,4,3,0,3,41–50,0–10
29,Yes,Travel_Rarely,805,Research & Development,1,Life Sciences,Female,36,Laboratory Technician,Married,2319,6689,1,Yes,11,1,1,1,0,0,0,18–30,0–10
33,No,Travel_Rarely,213,Research & Development,7,Medical,Male,49,Research Director,Married,11691,25995,0,No,11,14,3,13,9,3,7,31–40,11–20
33,Yes,Travel_Rarely,118,Sales,16,Marketing,Female,69,Sales Executive,Single,5324,26507,5,No,15,6,3,3,2,0,2,31–40,0–10
47,No,Travel_Rarely,202,Research & Development,2,Other,Female,33,Manager,Married,16752,12982,1,Yes,11,26,3,26,14,3,0,41–50,21–30
36,No,Travel_Rarely,676,Research & Development,1,Other,Female,35,Manufacturing Director,Married,5228,23361,0,No,15,10,2,9,7,0,5,31–40,0–10
29,No,Travel_Rarely,1252,Research & Development,23,Life Sciences,Male,81,Research Scientist,Married,2700,23779,1,No,24,10,3,10,7,0,7,18–30,0–10
58,Yes,Travel_Rarely,286,Research & Development,2,Life Sciences,Male,31,Research Director,Single,19246,25761,7,Yes,12,40,2,31,15,13,8,51–60,31–40
35,No,Travel_Rarely,1258,Research & Development,1,Life Sciences,Female,40,Research Scientist,Single,2506,13301,3,No,13,7,0,2,2,2,2,31–40,0–10
42,No,Travel_Rarely,932,Research & Development,1,Life Sciences,Female,43,Manufacturing Director,Married,6062,4051,9,Yes,13,8,4,4,3,0,2,41–50,0–10
28,Yes,Travel_Rarely,890,Research & Development,2,Medical,Male,46,Research Scientist,Single,4382,16374,6,No,17,5,3,2,2,2,1,18–30,0–10
36,No,Travel_Rarely,1041,Human Resources,13,Human Resources,Male,36,Human Resources,Married,2143,25527,4,No,13,8,2,5,2,0,4,31–40,0–10
32,No,Travel_Rarely,859,Research & Development,4,Life Sciences,Female,98,Manufacturing Director,Married,6162,19124,1,No,12,14,3,14,13,6,8,31–40,11–20
40,No,Travel_Frequently,720,Research & Development,16,Medical,Male,51,Laboratory Technician,Single,5094,11983,6,No,14,10,6,1,0,0,0,31–40,0–10
30,No,Travel_Rarely,946,Research & Development,2,Medical,Female,52,Manufacturing Director,Single,6877,20234,5,Yes,24,12,4,0,0,0,0,18–30,0
45,No,Travel_Rarely,252,Research & Development,2,Life Sciences,Female,95,Research Scientist,Single,2274,6153,1,No,14,1,3,1,0,0,0,41–50,0–10
42,No,Travel_Rarely,933,Research & Development,29,Life Sciences,Male,98,Manufacturing Director,Married,4434,11806,1,No,13,10,3,9,8,7,8,41–50,0–10
38,No,Travel_Frequently,471,Research & Development,12,Life Sciences,Male,45,Healthcare Representative,Divorced,6288,4284,2,No,15,13,3,4,3,1,2,31–40,0–10
34,No,Travel_Frequently,702,Research & Development,16,Life Sciences,Female,100,Research Scientist,Single,2553,8306,1,No,16,6,3,5,2,1,3,31–40,0–10
49,Yes,Travel_Rarely,1184,Sales,11,Marketing,Female,43,Sales Executive,Married,7654,5860,1,No,18,9,3,9,8,7,7,41–50,0–10
55,Yes,Travel_Rarely,436,Sales,2,Medical,Male,37,Sales Executive,Single,5160,21519,4,No,16,12,3,9,7,7,3,51–60,0–10
43,No,Travel_Rarely,589,Research & Development,14,Life Sciences,Male,94,Research Director,Married,17159,5200,6,No,24,22,3,4,1,1,0,41–50,0–10
27,No,Travel_Rarely,269,Research & Development,5,Technical Degree,Male,42,Research Director,Divorced,12808,8842,1,Yes,16,9,3,9,8,0,8,18–30,0–10
35,No,Travel_Rarely,950,Research & Development,7,Other,Male,59,Manufacturing Director,Single,10221,18869,3,No,21,17,3,8,5,1,6,31–40,0–10
28,No,Travel_Rarely,760,Sales,2,Marketing,Female,81,Sales Executive,Married,4779,3698,1,Yes,20,8,2,8,7,7,5,18–30,0–10
34,No,Travel_Rarely,829,Human Resources,3,Human Resources,Male,88,Human Resources,Married,3737,2243,0,No,19,4,1,3,2,0,2,31–40,0–10
26,Yes,Travel_Frequently,887,Research & Development,5,Medical,Female,88,Research Scientist,Married,2366,20898,1,Yes,14,8,2,8,7,1,7,18–30,0–10
27,No,Non-Travel,443,Research & Development,3,Medical,Male,50,Research Scientist,Married,1706,16571,1,No,11,0,6,0,0,0,0,18–30,0
51,No,Travel_Rarely,1318,Sales,26,Marketing,Female,66,Manager,Married,16307,5594,2,No,14,29,2,20,6,4,17,51–60,11–20
44,No,Travel_Rarely,625,Research & Development,4,Medical,Male,50,Healthcare Representative,Single,5933,5197,9,No,12,10,2,5,2,2,3,41–50,0–10
25,No,Travel_Rarely,180,Research & Development,2,Medical,Male,65,Research Scientist,Single,3424,21632,7,No,13,6,3,4,3,0,1,18–30,0–10
33,No,Travel_Rarely,586,Sales,1,Medical,Male,48,Sales Executive,Divorced,4037,21816,1,No,22,9,5,9,8,0,8,31–40,0–10
35,No,Travel_Rarely,1343,Research & Development,27,Medical,Female,53,Research Scientist,Single,2559,17852,1,No,11,6,3,6,5,1,1,31–40,0–10
36,No,Travel_Rarely,928,Sales,1,Life Sciences,Male,56,Sales Executive,Married,6201,2823,1,Yes,14,18,1,18,14,4,11,31–40,11–20
32,No,Travel_Rarely,117,Sales,13,Life Sciences,Male,73,Sales Executive,Divorced,4403,9250,2,No,11,8,3,5,2,0,3,31–40,0–10
30,No,Travel_Frequently,1012,Research & Development,5,Life Sciences,Male,75,Research Scientist,Divorced,3761,2373,9,No,12,10,3,5,4,0,3,18–30,0–10
53,No,Travel_Rarely,661,Sales,7,Marketing,Female,78,Sales Executive,Married,10934,20715,7,Yes,18,35,3,5,2,0,4,51–60,0–10
45,No,Travel_Rarely,930,Sales,9,Marketing,Male,74,Sales Executive,Divorced,10761,19239,4,Yes,12,18,2,5,4,0,2,41–50,0–10
32,No,Travel_Rarely,638,Research & Development,8,Medical,Female,91,Research Scientist,Married,5175,22162,5,No,12,9,3,5,3,1,3,31–40,0–10
52,No,Travel_Frequently,890,Research & Development,25,Medical,Female,81,Manufacturing Director,Married,13826,19028,3,No,22,31,3,9,8,0,0,51–60,0–10
37,No,Travel_Rarely,342,Sales,16,Marketing,Male,66,Sales Executive,Divorced,6334,24558,4,No,19,9,2,1,0,0,0,31–40,0–10
28,No,Travel_Rarely,1169,Human Resources,8,Medical,Male,63,Human Resources,Divorced,4936,23965,1,No,13,6,6,5,1,0,4,18–30,0–10
22,No,Travel_Rarely,1230,Research & Development,1,Life Sciences,Male,33,Manufacturing Director,Married,4775,19146,6,No,22,4,2,2,2,2,2,18–30,0–10
44,No,Travel_Rarely,986,Research & Development,8,Life Sciences,Male,62,Laboratory Technician,Married,2818,5044,2,Yes,24,10,2,3,2,0,2,41–50,0–10
42,No,Travel_Frequently,1271,Research & Development,2,Medical,Male,35,Research Scientist,Single,2515,9068,5,Yes,14,8,2,2,1,2,2,41–50,0–10
36,No,Travel_Rarely,1278,Human Resources,8,Life Sciences,Male,77,Human Resources,Married,2342,8635,0,No,21,6,3,5,4,0,3,31–40,0–10
25,No,Travel_Rarely,141,Sales,3,Other,Male,98,Sales Executive,Married,4194,14363,1,Yes,18,5,3,5,3,0,3,18–30,0–10
35,No,Travel_Rarely,607,Research & Development,9,Life Sciences,Female,66,Manufacturing Director,Married,10685,23457,1,Yes,20,17,2,17,14,5,15,31–40,11–20
35,Yes,Travel_Frequently,130,Research & Development,25,Life Sciences,Female,96,Research Scientist,Divorced,2022,16612,1,Yes,19,10,3,10,2,7,8,31–40,0–10
32,No,Non-Travel,300,Research & Development,1,Life Sciences,Male,61,Laboratory Technician,Divorced,2314,9148,0,No,12,4,2,3,0,0,2,31–40,0–10
25,No,Travel_Rarely,583,Sales,4,Marketing,Male,87,Sales Executive,Married,4256,18154,1,No,12,5,1,5,2,0,3,18–30,0–10
49,No,Travel_Rarely,1418,Research & Development,1,Technical Degree,Female,36,Research Scientist,Married,3580,10554,2,No,16,7,2,4,2,0,2,41–50,0–10
24,No,Non-Travel,1269,Research & Development,4,Life Sciences,Male,46,Laboratory Technician,Married,3162,10778,0,No,17,6,2,5,2,3,4,18–30,0–10
32,No,Travel_Frequently,379,Sales,5,Life Sciences,Male,48,Sales Executive,Married,6524,8891,1,No,14,10,3,10,8,5,3,31–40,0–10
38,No,Travel_Rarely,395,Sales,9,Marketing,Male,98,Sales Representative,Married,2899,12102,0,No,19,3,3,2,2,1,2,31–40,0–10
42,No,Travel_Rarely,1265,Research & Development,3,Life Sciences,Female,95,Laboratory Technician,Married,5231,23726,2,Yes,13,17,1,5,3,1,3,41–50,0–10
31,No,Travel_Rarely,1222,Research & Development,11,Life Sciences,Male,48,Research Scientist,Married,2356,14871,3,Yes,19,8,2,6,4,0,2,31–40,0–10
29,Yes,Travel_Rarely,341,Sales,1,Medical,Female,48,Sales Representative,Divorced,2800,23522,6,Yes,19,5,3,3,2,0,2,18–30,0–10
53,No,Travel_Rarely,868,Sales,8,Marketing,Male,73,Sales Executive,Married,11836,22789,5,No,14,28,3,2,0,2,2,51–60,0–10
35,No,Travel_Rarely,672,Research & Development,25,Technical Degree,Male,78,Manufacturing Director,Married,10903,9129,3,No,16,16,2,13,10,4,8,31–40,11–20
37,No,Travel_Frequently,1231,Sales,21,Medical,Female,54,Sales Representative,Married,2973,21222,5,No,15,10,3,5,4,0,0,31–40,0–10
53,No,Travel_Rarely,102,Research & Development,23,Life Sciences,Female,72,Research Director,Single,14275,20206,6,No,18,33,0,12,9,3,8,51–60,11–20
43,No,Travel_Frequently,422,Research & Development,1,Life Sciences,Female,33,Healthcare Representative,Married,5562,21782,4,No,13,12,2,5,2,2,2,41–50,0–10
47,No,Travel_Rarely,249,Sales,2,Marketing,Female,35,Sales Executive,Married,4537,17783,0,Yes,22,8,2,7,6,7,7,41–50,0–10
37,No,Non-Travel,1252,Sales,19,Medical,Male,32,Sales Executive,Single,7642,4814,1,Yes,13,10,2,10,0,0,9,31–40,0–10
50,No,Non-Travel,881,Research & Development,2,Life Sciences,Male,98,Manager,Divorced,17924,4544,1,No,11,31,3,31,6,14,7,41–50,31–40
39,No,Travel_Rarely,1383,Human Resources,2,Life Sciences,Female,42,Human Resources,Married,5204,7790,8,No,11,13,2,5,4,0,4,31–40,0–10
33,No,Travel_Rarely,1075,Human Resources,3,Human Resources,Male,57,Human Resources,Divorced,2277,22650,3,Yes,11,7,4,4,3,0,3,31–40,0–10
32,Yes,Travel_Rarely,374,Research & Development,25,Life Sciences,Male,87,Laboratory Technician,Single,2795,18016,1,Yes,24,1,2,1,0,0,1,31–40,0–10
29,No,Travel_Rarely,1086,Research & Development,7,Medical,Female,62,Laboratory Technician,Divorced,2532,6054,6,No,14,8,5,4,3,0,3,18–30,0–10
44,No,Travel_Rarely,661,Research & Development,9,Life Sciences,Male,61,Research Scientist,Married,2559,7508,1,Yes,13,8,0,8,7,7,1,41–50,0–10
28,No,Travel_Rarely,821,Sales,5,Medical,Male,98,Sales Executive,Single,4908,24252,1,No,14,4,3,4,2,0,2,18–30,0–10
58,Yes,Travel_Frequently,781,Research & Development,2,Life Sciences,Male,57,Laboratory Technician,Divorced,2380,13384,9,Yes,14,3,3,1,0,0,0,51–60,0–10
43,No,Travel_Rarely,177,Research & Development,8,Life Sciences,Female,55,Manufacturing Director,Divorced,4765,23814,4,No,21,4,2,1,0,0,0,41–50,0–10
20,Yes,Travel_Rarely,500,Sales,2,Medical,Female,49,Sales Representative,Single,2044,22052,1,No,13,2,3,2,2,0,2,18–30,0–10
21,Yes,Travel_Rarely,1427,Research & Development,18,Other,Female,65,Research Scientist,Single,2693,8870,1,No,19,1,3,1,0,0,0,18–30,0–10
36,No,Travel_Rarely,1425,Research & Development,14,Life Sciences,Male,68,Healthcare Representative,Married,6586,4821,0,Yes,17,17,2,16,8,4,11,31–40,11–20
47,No,Travel_Rarely,1454,Sales,2,Life Sciences,Female,65,Sales Representative,Single,3294,13137,1,Yes,18,3,3,3,2,1,2,41–50,0–10
22,Yes,Travel_Rarely,617,Research & Development,3,Life Sciences,Female,34,Manufacturing Director,Married,4171,10022,0,Yes,19,4,3,3,2,0,2,18–30,0–10
41,Yes,Travel_Rarely,1085,Research & Development,2,Life Sciences,Female,57,Laboratory Technician,Divorced,2778,17725,4,Yes,13,10,1,7,7,1,0,41–50,0–10
28,No,Travel_Rarely,995,Research & Development,9,Medical,Female,77,Research Scientist,Divorced,2377,9834,5,No,18,6,2,2,2,2,2,18–30,0–10
39,Yes,Travel_Rarely,1122,Research & Development,6,Medical,Male,70,Laboratory Technician,Married,2404,4303,7,Yes,21,8,2,2,2,2,2,31–40,0–10
27,No,Travel_Rarely,618,Research & Development,4,Life Sciences,Female,76,Research Scientist,Single,2318,17808,1,No,19,1,2,1,1,0,0,18–30,0–10
34,No,Travel_Rarely,546,Research & Development,10,Life Sciences,Male,83,Laboratory Technician,Divorced,2008,6896,1,No,14,1,3,1,0,1,0,31–40,0–10
42,No,Travel_Rarely,462,Sales,14,Medical,Female,68,Sales Executive,Single,6244,7824,7,No,17,10,6,5,4,0,3,41–50,0–10
33,No,Travel_Rarely,1198,Research & Development,1,Other,Male,100,Research Scientist,Single,2799,3339,3,Yes,11,6,1,3,2,0,2,31–40,0–10
58,No,Travel_Rarely,1272,Research & Development,5,Technical Degree,Female,37,Healthcare Representative,Divorced,10552,9255,2,Yes,13,24,3,6,0,0,4,51–60,0–10
31,No,Travel_Rarely,154,Sales,7,Life Sciences,Male,41,Sales Representative,Married,2329,11737,3,No,15,13,2,7,7,5,2,31–40,0–10
35,No,Travel_Rarely,1137,Research & Development,21,Life Sciences,Female,51,Healthcare Representative,Married,4014,19170,1,Yes,25,10,2,10,6,0,7,31–40,0–10
49,No,Travel_Rarely,527,Research & Development,8,Other,Female,51,Laboratory Technician,Married,7403,22477,4,No,11,29,3,26,9,1,7,41–50,21–30
48,No,Travel_Rarely,1469,Research & Development,20,Medical,Male,51,Research Scientist,Married,2259,5543,4,No,17,13,2,0,0,0,0,41–50,0
31,No,Non-Travel,1188,Sales,20,Marketing,Female,45,Sales Executive,Married,6932,24406,1,No,13,9,2,9,8,0,0,31–40,0–10
36,No,Travel_Rarely,188,Research & Development,7,Other,Male,65,Research Scientist,Single,4678,23293,2,No,18,8,6,6,2,0,1,31–40,0–10
38,No,Travel_Rarely,1333,Research & Development,1,Technical Degree,Female,80,Research Director,Married,13582,16292,1,No,13,15,3,15,12,5,11,31–40,11–20
32,No,Non-Travel,1184,Research & Development,1,Life Sciences,Female,70,Laboratory Technician,Married,2332,3974,6,No,20,5,3,3,0,0,2,31–40,0–10
25,Yes,Travel_Rarely,867,Sales,19,Marketing,Male,36,Sales Representative,Married,2413,18798,1,Yes,18,1,2,1,0,0,0,18–30,0–10
40,No,Travel_Rarely,658,Sales,10,Marketing,Male,67,Sales Executive,Divorced,9705,20652,2,No,12,11,2,1,0,0,0,31–40,0–10
26,No,Travel_Frequently,1283,Sales,1,Medical,Male,52,Sales Executive,Single,4294,11148,1,No,12,7,2,7,7,0,7,18–30,0–10
41,No,Travel_Rarely,263,Research & Development,6,Medical,Male,59,Laboratory Technician,Single,4721,3119,2,Yes,13,20,3,18,13,2,17,41–50,11–20
36,No,Travel_Rarely,938,Research & Development,2,Medical,Male,79,Laboratory Technician,Single,2519,12287,4,No,21,16,6,11,8,3,9,31–40,11–20
19,Yes,Travel_Rarely,419,Sales,21,Other,Male,37,Sales Representative,Single,2121,9947,1,Yes,13,1,3,1,0,0,0,18–30,0–10
20,Yes,Travel_Rarely,129,Research & Development,4,Technical Degree,Male,84,Laboratory Technician,Single,2973,13008,1,No,19,1,2,1,0,0,0,18–30,0–10
31,No,Travel_Rarely,616,Research & Development,12,Medical,Female,41,Healthcare Representative,Married,5855,17369,0,Yes,11,10,2,9,7,8,5,31–40,0–10
40,No,Travel_Frequently,1469,Research & Development,9,Medical,Male,35,Research Scientist,Divorced,3617,25063,8,Yes,14,3,2,1,1,0,0,31–40,0–10
32,No,Travel_Rarely,498,Research & Development,3,Medical,Female,93,Manufacturing Director,Married,6725,13554,1,No,12,8,2,8,7,6,3,31–40,0–10
36,Yes,Travel_Rarely,530,Sales,3,Life Sciences,Male,51,Sales Executive,Married,10325,5518,1,Yes,11,16,6,16,7,3,7,31–40,11–20
